"COUNTY","STATE","POPEST2019","BEDS","HELIPADS","NONPROF","PRIVATE","GOVERNM","LAT","LON","Index","Beds_z","POPEST2019_z","HELIPADS_z","NONPROF_z","PRIVATE_z","GOVERNM_z"
"Covington County","Mississippi",18636,35,1,0,0,1,31.6143213,-89.5278045,1417,-0.256884363236386,-0.2574017459722,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"DeSoto County","Mississippi",184945,514,2,2,1,0,34.8703284,-89.9778704,1418,0.179507871179304,0.241340653152305,0.299104122504934,0.35144918248353,0.133518457406528,-0.51904074054229
"Forrest County","Mississippi",74897,545,2,0,1,1,31.1540772,-89.2398601,1419,0.207750374868003,-0.0886811949668801,0.299104122504934,-0.436459009712868,0.133518457406528,0.525022003877604
"Franklin County","Mississippi",7713,25,0,0,0,1,31.467398,-90.8992648,1420,-0.265994848297256,-0.290158621581079,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"George County","Mississippi",24500,48,1,0,0,1,30.857421,-88.6537118,1421,-0.245040732657254,-0.239816254937643,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Greene County","Mississippi",13586,7,1,0,0,1,31.2049136,-88.6429687,1422,-0.282393721406823,-0.272546140536408,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Grenada County","Mississippi",20758,156,1,0,0,1,33.772401,-89.7674875,1423,-0.146647493999855,-0.25103810136522,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Hancock County","Mississippi",47632,102,0,0,0,1,30.3892826,-89.4782116,1424,-0.195844113328554,-0.170445931163536,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Harrison County","Mississippi",208080,867,4,0,4,2,30.4553392,-89.1313136,1425,0.501107993828028,0.310719973596451,1.17251039844406,-0.436459009712868,1.27041545787079,1.5690847482975
"Hinds County","Mississippi",231840,2463,6,4,3,2,32.2506754,-90.4793259,1426,1.95514140954294,0.381973600298543,2.04591667438319,1.13935737467993,0.891449791049367,1.5690847482975
"Holmes County","Mississippi",17010,25,0,0,0,1,33.1018124,-90.0656168,1427,-0.265994848297256,-0.262277941132874,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Humphreys County","Mississippi",8064,34,0,0,1,0,33.1282074,-90.5408182,1428,-0.257795411742473,-0.289106011186616,-0.574302153434195,-0.436459009712868,0.133518457406528,-0.51904074054229
"Issaquena County","Mississippi",1327,0,0,0,0,0,32.6773851,-91.0097866,1429,-0.288771060949432,-0.309309533202272,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Itawamba County","Mississippi",23390,0,0,0,0,0,34.2774018,-88.3713687,1430,-0.288771060949432,-0.243145022851756,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Jackson County","Mississippi",143617,571,2,0,0,2,30.4899024,-88.6486325,1431,0.231437636026265,0.117402526706848,0.299104122504934,-0.436459009712868,-0.245447209414891,1.5690847482975
"Jasper County","Mississippi",16383,16,0,0,0,1,32.0216075,-89.1132111,1432,-0.27419428485204,-0.264158245170846,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Jefferson County","Mississippi",6990,30,1,0,0,1,31.7257154,-91.0335766,1433,-0.261439605766821,-0.292326819060271,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Jefferson Davis County","Mississippi",11128,35,1,0,0,1,31.5576951,-89.8386843,1434,-0.256884363236386,-0.279917412187659,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Jones County","Mississippi",68098,285,0,0,0,1,31.6058959,-89.1636245,1435,-0.0291222367146269,-0.109070648163325,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Kemper County","Mississippi",9742,25,1,1,0,0,32.7307497,-88.6604179,1436,-0.265994848297256,-0.284073873745281,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Lafayette County","Mississippi",54019,217,1,1,0,0,34.3519389,-89.4664677,1437,-0.0910735351285453,-0.15129202065233,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Lamar County","Mississippi",63343,261,1,0,1,1,31.2109862,-89.5152337,1438,-0.0509874008607157,-0.123330370173781,-0.13759901546463,-0.436459009712868,0.133518457406528,0.525022003877604
"Lauderdale County","Mississippi",74125,988,1,4,2,1,32.3905206,-88.689636,1439,0.61134486306456,-0.0909963380566955,-0.13759901546463,1.13935737467993,0.512484124227948,0.525022003877604
"Lawrence County","Mississippi",12586,25,0,0,0,1,31.5129753,-90.1205396,1440,-0.265994848297256,-0.275545030549122,-0.574302153434195,-0.436459009712868,-0.245447209414891,0.525022003877604
"Leake County","Mississippi",22786,25,1,1,0,0,32.7401114,-89.5241292,1441,-0.265994848297256,-0.244956352419436,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Lee County","Mississippi",85436,700,1,1,0,1,34.265749,-88.6913264,1442,0.348962893311493,-0.0570758931228839,-0.13759901546463,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Leflore County","Mississippi",28183,248,2,0,1,1,33.5244154,-90.288095,1443,-0.0628310314398472,-0.228771343020817,0.299104122504934,-0.436459009712868,0.133518457406528,0.525022003877604
"Lincoln County","Mississippi",34153,99,1,1,0,0,31.4885409,-90.4480916,1444,-0.198577258846816,-0.210867969644912,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Lowndes County","Mississippi",58595,315,1,1,0,0,33.4466925,-88.4108384,1445,-0.00179078153201577,-0.137569099954149,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Madison County","Mississippi",106272,134,2,0,2,0,32.6308679,-90.0040817,1446,-0.166690561133769,0.00540897918203163,0.299104122504934,-0.436459009712868,0.512484124227948,-0.51904074054229
"Marion County","Mississippi",24573,49,1,0,0,1,31.2247688,-89.8217717,1447,-0.244129684151167,-0.239597335966715,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Marshall County","Mississippi",35294,40,1,0,1,0,34.7329561,-89.4725635,1448,-0.252329120705951,-0.207446236140405,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Monroe County","Mississippi",35252,130,2,0,2,0,33.8884929,-88.4747009,1449,-0.170334755158117,-0.207572189520939,0.299104122504934,-0.436459009712868,0.512484124227948,-0.51904074054229
"Montgomery County","Mississippi",9775,44,1,0,0,2,33.5074528,-89.6182472,1450,-0.248684926681603,-0.283974910374862,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Neshoba County","Mississippi",29118,48,1,0,0,2,32.7237573,-89.103199,1451,-0.245040732657254,-0.225967380858929,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Newton County","Mississippi",21018,55,2,2,0,0,32.3882835,-89.1317486,1452,-0.238663393114645,-0.250258389961915,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Noxubee County","Mississippi",10417,25,1,0,0,1,33.1190254,-88.5916703,1453,-0.265994848297256,-0.282049622986699,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Oktibbeha County","Mississippi",49587,96,1,0,0,1,33.4131096,-88.8937318,1454,-0.201310404365077,-0.164583101188679,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Panola County","Mississippi",34192,112,1,0,1,0,34.3793392,-89.9601925,1455,-0.186733628267684,-0.210751012934416,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Pearl River County","Mississippi",55535,179,2,0,0,3,30.7761973,-89.5984726,1456,-0.125693378359853,-0.146745703393055,0.299104122504934,-0.436459009712868,-0.245447209414891,2.61314749271739
"Perry County","Mississippi",11973,22,1,0,1,0,31.153317,-88.9830577,1457,-0.268727993815517,-0.277383350126916,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Pike County","Mississippi",39288,197,1,1,0,1,39.548248,-91.153628,1458,-0.109294505250286,-0.195468669429624,-0.13759901546463,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Pontotoc County","Mississippi",32174,25,1,1,0,0,34.2114655,-89.0382651,1459,-0.265994848297256,-0.216802772980074,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Prentiss County","Mississippi",25126,114,1,1,0,0,34.6222512,-88.5153286,1460,-0.18491153125551,-0.237938949789684,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Quitman County","Mississippi",6792,33,1,0,1,0,34.1920186,-90.2946542,1461,-0.25870646024856,-0.292920599282789,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Rankin County","Mississippi",155271,2081,2,0,4,3,32.2338702,-89.9484651,1462,1.60712088021769,0.15235159091502,0.299104122504934,-0.436459009712868,1.27041545787079,2.61314749271739
"Scott County","Mississippi",28124,60,1,2,0,0,32.3805744,-89.5092509,1463,-0.23410815058421,-0.228948277531567,-0.13759901546463,0.35144918248353,-0.245447209414891,-0.51904074054229
"Sharkey County","Mississippi",4321,29,1,0,0,1,32.8742585,-90.8478339,1464,-0.262350654272908,-0.300330856504206,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Simpson County","Mississippi",26658,99,2,2,0,0,31.8919593,-89.9323619,1465,-0.198577258846816,-0.233344650290206,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Smith County","Mississippi",15916,29,0,0,1,0,32.0018336,-89.4877278,1466,-0.262350654272908,-0.265558726806783,-0.574302153434195,-0.436459009712868,0.133518457406528,-0.51904074054229
"Stone County","Mississippi",18336,25,0,0,1,0,30.7843863,-89.1342764,1467,-0.265994848297256,-0.258301412976014,-0.574302153434195,-0.436459009712868,0.133518457406528,-0.51904074054229
"Sunflower County","Mississippi",25110,140,1,0,0,3,33.4980504,-90.602067,1468,-0.161224270097247,-0.237986932029888,-0.13759901546463,-0.436459009712868,-0.245447209414891,2.61314749271739
"Tallahatchie County","Mississippi",13809,18,1,0,0,1,33.9414425,-90.1577411,1469,-0.272372187839865,-0.271877388063572,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Tate County","Mississippi",28321,76,0,0,1,0,34.6391489,-89.9335244,1470,-0.219531374486817,-0.228357496199062,-0.574302153434195,-0.436459009712868,0.133518457406528,-0.51904074054229
"Tippah County","Mississippi",22015,25,1,0,0,1,34.7296814,-88.9119403,1471,-0.265994848297256,-0.247268496619239,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Tishomingo County","Mississippi",19383,48,1,1,0,0,34.7238634,-88.2268403,1472,-0.245040732657254,-0.255161575132703,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Tunica County","Mississippi",9632,0,0,0,0,0,34.6399136,-90.3623833,1473,-0.288771060949432,-0.28440375164668,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Union County","Mississippi",28815,153,1,1,0,0,34.4834555,-88.9789198,1474,-0.149380639518116,-0.226876044532781,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Walthall County","Mississippi",14286,25,1,0,0,1,31.1241919,-90.1197687,1475,-0.265994848297256,-0.270446917527507,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Warren County","Mississippi",45381,396,2,0,2,0,32.3649878,-90.7975574,1476,0.0720041474610342,-0.177196432582156,0.299104122504934,-0.436459009712868,0.512484124227948,-0.51904074054229
"Washington County","Mississippi",43909,363,1,0,1,2,33.2626706,-90.9183546,1477,0.041939546760162,-0.181610798680871,-0.13759901546463,-0.436459009712868,0.133518457406528,1.5690847482975
"Wayne County","Mississippi",20183,80,1,0,0,1,31.6212491,-88.6858852,1478,-0.215887180462469,-0.252762463122531,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Webster County","Mississippi",9689,38,1,1,0,0,33.6197203,-89.2646598,1479,-0.254151217718125,-0.284232814915955,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Wilkinson County","Mississippi",8630,50,1,0,0,2,31.1371924,-91.3329359,1480,-0.24321863564508,-0.28740863943942,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Winston County","Mississippi",17955,93,0,2,1,0,33.0603103,-89.0495278,1481,-0.204043549883338,-0.259443990070859,-0.574302153434195,0.35144918248353,0.133518457406528,-0.51904074054229
"Yalobusha County","Mississippi",12108,26,1,0,0,1,34.0213455,-89.6991703,1482,-0.265083799791169,-0.276978499975199,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Yazoo County","Mississippi",29690,25,0,1,0,0,32.7709321,-90.4120889,1483,-0.265994848297256,-0.224252015771656,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Adair County","Missouri",25343,93,1,0,1,0,40.1769782,-92.6161167,1484,-0.204043549883338,-0.237288190656925,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Andrew County","Missouri",17712,0,0,0,0,0,39.9845508,-94.8090258,1485,-0.288771060949432,-0.260172720343948,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Atchison County","Missouri",5143,18,1,1,0,0,40.4144817,-95.4359392,1486,-0.272372187839865,-0.297865768913754,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Audrain County","Missouri",25388,88,1,1,0,0,39.2226625,-91.8467268,1487,-0.208598792413773,-0.237153240606353,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Barry County","Missouri",35789,43,2,2,0,0,36.7033624,-93.8229669,1488,-0.24959597518769,-0.205961785584112,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Barton County","Missouri",11754,25,1,0,0,1,37.5040024,-94.3620755,1489,-0.265994848297256,-0.2780401070397,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Bates County","Missouri",16172,60,1,0,0,1,38.2612027,-94.3503613,1490,-0.23410815058421,-0.264791010963528,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Benton County","Missouri",19443,0,0,0,0,0,38.2930723,-93.3036786,1491,-0.288771060949432,-0.25498164173194,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Bollinger County","Missouri",12133,0,0,0,0,0,37.3310468,-90.0296175,1492,-0.288771060949432,-0.276903527724881,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Boone County","Missouri",180463,620,3,1,2,3,39.0153926,-92.3307534,1493,0.27607901282453,0.227899628115319,0.735807260474499,-0.0425049136146688,0.512484124227948,2.61314749271739
"Buchanan County","Missouri",87364,393,2,2,0,1,39.6733203,-94.794829,1494,0.0692710019427731,-0.0512940331783707,0.299104122504934,0.35144918248353,-0.245447209414891,0.525022003877604
"Butler County","Missouri",42478,142,3,0,4,1,36.7151346,-90.4146358,1495,-0.159402173085073,-0.185902210289065,0.735807260474499,-0.436459009712868,1.27041545787079,0.525022003877604
"Caldwell County","Missouri",9020,0,0,0,0,0,39.6558966,-93.9997281,1496,-0.288771060949432,-0.286239072334461,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Callaway County","Missouri",44743,37,1,0,1,1,38.8491265,-91.9257607,1497,-0.255062266224212,-0.179109724410268,-0.13759901546463,-0.436459009712868,0.133518457406528,0.525022003877604
"Camden County","Missouri",46305,130,1,1,1,0,38.0323133,-92.7638327,1498,-0.170334755158117,-0.174425458210408,-0.13759901546463,-0.0425049136146688,0.133518457406528,-0.51904074054229
"Cape Girardeau County","Missouri",78871,601,3,2,1,0,37.3998985,-89.6918025,1499,0.258769091208877,-0.0767636060563534,0.735807260474499,0.35144918248353,0.133518457406528,-0.51904074054229
"Carroll County","Missouri",8679,25,1,1,0,0,39.441912,-93.516971,1500,-0.265994848297256,-0.287261693828797,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Carter County","Missouri",5982,0,0,0,0,0,36.9303011,-90.9598933,1501,-0.288771060949432,-0.295349700193087,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Cass County","Missouri",105780,106,2,0,1,1,38.6585427,-94.3721539,1502,-0.192199919304206,0.00393352529577619,0.299104122504934,-0.436459009712868,0.133518457406528,0.525022003877604
"Cedar County","Missouri",14349,41,1,0,0,2,37.7084225,-93.861222,1503,-0.251418072199864,-0.270257987456706,-0.13759901546463,-0.436459009712868,-0.245447209414891,1.5690847482975
"Chariton County","Missouri",7426,0,0,0,0,0,39.5372927,-92.9524728,1504,-0.288771060949432,-0.291019303014728,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Christian County","Missouri",88595,0,0,0,0,0,36.9586087,-93.1692896,1505,-0.288771060949432,-0.0476023995727193,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Clark County","Missouri",6797,0,0,0,0,0,40.3962004,-91.7362195,1506,-0.288771060949432,-0.292905604832725,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Clay County","Missouri",249948,905,5,1,2,3,39.3187409,-94.4046405,1507,0.535727837059336,0.436277500648774,1.60921353641363,-0.0425049136146688,0.512484124227948,2.61314749271739
"Clinton County","Missouri",20387,58,1,1,0,0,39.5975986,-94.4184896,1508,-0.235930247596384,-0.252150689559937,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Cole County","Missouri",76745,402,3,3,0,0,38.5189519,-92.2956433,1509,0.0774704384975564,-0.083139246223384,0.735807260474499,0.745403278581729,-0.245447209414891,-0.51904074054229
"Cooper County","Missouri",17709,70,1,0,0,1,38.8452595,-92.8249579,1510,-0.22499766552334,-0.260181717013986,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Crawford County","Missouri",23920,35,1,1,0,0,37.9920098,-91.3156445,1511,-0.256884363236386,-0.241555611145018,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Dade County","Missouri",7561,0,0,0,0,0,37.4323036,-93.8406302,1512,-0.288771060949432,-0.290614452863011,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Dallas County","Missouri",16878,0,0,0,0,0,37.6832712,-93.0219376,1513,-0.288771060949432,-0.262673794614552,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Daviess County","Missouri",8278,0,0,0,0,0,39.9587505,-93.9962662,1514,-0.288771060949432,-0.288464248723895,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"DeKalb County","Missouri",12547,0,0,0,0,0,39.885757,-94.4078109,1515,-0.288771060949432,-0.275661987259618,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Dent County","Missouri",15573,55,1,0,0,1,37.6211924,-91.5167381,1516,-0.238663393114645,-0.266587346081144,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Douglas County","Missouri",13185,0,0,0,0,0,36.9433177,-92.5246813,1517,-0.288771060949432,-0.273748695431506,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Dunklin County","Missouri",29131,116,1,0,1,0,36.2156534,-90.0591292,1518,-0.183089434243336,-0.225928395288763,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Franklin County","Missouri",103967,148,0,1,0,0,38.4021095,-91.0841241,1519,-0.153935882048551,-0.00150346229727487,-0.574302153434195,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Gasconade County","Missouri",14706,24,1,0,0,1,38.4575789,-91.5177499,1520,-0.266905896803343,-0.269187383722167,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Gentry County","Missouri",6571,35,1,1,0,0,40.2044898,-94.4159527,1521,-0.256884363236386,-0.293583353975598,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Greene County","Missouri",293086,1402,3,5,3,0,37.2671929,-93.3465486,1522,0.988518944584593,0.565643618017244,0.735807260474499,1.53331147077813,0.891449791049367,-0.51904074054229
"Grundy County","Missouri",9850,25,1,1,0,0,40.1075648,-93.5737817,1523,-0.265994848297256,-0.283749993623908,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Harrison County","Missouri",8352,19,1,0,0,1,40.337172,-93.9845199,1524,-0.271461139333778,-0.288242330862954,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Henry County","Missouri",21824,97,1,1,0,1,38.3791027,-93.8066565,1525,-0.20039935585899,-0.247841284611667,-0.13759901546463,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Hickory County","Missouri",9544,0,0,0,0,0,37.959055,-93.3334746,1526,-0.288771060949432,-0.284667653967799,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Holt County","Missouri",4403,0,0,0,0,0,40.0989571,-95.2134565,1527,-0.288771060949432,-0.300084947523163,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Howard County","Missouri",10001,0,0,0,0,0,39.1321077,-92.7181732,1528,-0.288771060949432,-0.283297161231988,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Howell County","Missouri",40117,139,2,2,0,0,36.766989,-91.9151975,1529,-0.162135318603334,-0.192982589609084,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Iron County","Missouri",10125,15,1,0,0,1,37.575509,-90.6953467,1530,-0.275105333358127,-0.282925298870412,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Jackson County","Missouri",703011,4101,15,9,8,2,39.03551565,-94.3582759332529,1531,3.4474388625135,1.79496360647916,5.97624491610927,3.10912785517092,2.78627812515647,1.5690847482975
"Jasper County","Missouri",121328,366,2,2,0,0,37.176515,-94.3103412,1532,0.0446726922784231,0.0505602672134584,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"Jefferson County","Missouri",225081,251,1,1,0,0,38.267166,-90.5721889,1533,-0.0600978859215861,0.361704102702607,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Johnson County","Missouri",54062,75,1,0,0,1,38.7295547,-93.8161034,1534,-0.220442422992904,-0.151163068381783,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Knox County","Missouri",3959,0,0,0,0,0,40.122723,-92.1573551,1535,-0.288771060949432,-0.301416454688808,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Laclede County","Missouri",35723,58,1,1,0,0,37.6475206,-92.6324187,1536,-0.235930247596384,-0.206159712324951,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Lafayette County","Missouri",32708,32,1,0,1,0,39.0603689,-93.8151868,1537,-0.259617508754647,-0.215201365713284,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Lawrence County","Missouri",38355,132,2,1,0,1,37.1036975,-93.8535681,1538,-0.168512658145943,-0.198266633811487,0.299104122504934,-0.0425049136146688,-0.245447209414891,0.525022003877604
"Lewis County","Missouri",9776,0,0,0,0,0,40.0902418,-91.7013355,1539,-0.288771060949432,-0.283971911484849,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Lincoln County","Missouri",59013,25,1,1,0,0,39.0605477,-90.959359,1540,-0.265994848297256,-0.136315563928834,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Linn County","Missouri",11920,54,1,1,0,0,39.8652349,-93.1104004,1541,-0.239574441620732,-0.27754229129759,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Livingston County","Missouri",15227,50,2,2,0,0,39.7639036,-93.5573919,1542,-0.24321863564508,-0.267624962025543,0.299104122504934,0.35144918248353,-0.245447209414891,-0.51904074054229
"McDonald County","Missouri",22837,0,0,0,0,0,36.6259839,-94.3529462,1543,-0.288771060949432,-0.244803409028787,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Macon County","Missouri",15117,25,1,0,0,1,39.8416253,-92.5675118,1544,-0.265994848297256,-0.267954839926942,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Madison County","Missouri",12088,144,1,0,0,1,37.4914691,-90.3567669,1545,-0.157580076072899,-0.277038477775454,-0.13759901546463,-0.436459009712868,-0.245447209414891,0.525022003877604
"Maries County","Missouri",8697,0,0,0,0,0,38.1683782,-91.928925,1546,-0.288771060949432,-0.287207713808568,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Marion County","Missouri",28530,99,1,1,0,0,39.8080573,-91.6318781,1547,-0.198577258846816,-0.227730728186405,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Mercer County","Missouri",3617,0,0,0,0,0,40.4095007,-93.5788706,1548,-0.288771060949432,-0.302442075073157,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Miller County","Missouri",25619,0,0,0,0,0,38.2118765,-92.4343544,1549,-0.288771060949432,-0.236460497013416,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Mississippi County","Missouri",13180,0,0,0,0,0,36.837087,-89.3336141,1550,-0.288771060949432,-0.27376368988157,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Moniteau County","Missouri",16132,0,0,0,0,0,38.6074608,-92.5851064,1551,-0.288771060949432,-0.264910966564037,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Monroe County","Missouri",8644,0,0,0,0,0,39.494421,-91.9896892,1552,-0.288771060949432,-0.287366654979242,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Montgomery County","Missouri",11551,0,0,0,0,0,38.9682313,-91.4821326,1553,-0.288771060949432,-0.278648881712281,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Morgan County","Missouri",20627,0,0,0,0,0,38.4177341,-92.9183724,1554,-0.288771060949432,-0.251430955956886,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"New Madrid County","Missouri",17076,0,0,0,0,0,36.5749606,-89.6780945,1555,-0.288771060949432,-0.262080014392035,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Newton County","Missouri",58236,463,3,4,1,0,36.9070237,-94.3424195,1556,0.133044397368866,-0.138645701468713,0.735807260474499,1.13935737467993,0.133518457406528,-0.51904074054229
"Nodaway County","Missouri",22092,81,1,1,0,0,40.3483437,-94.8723663,1557,-0.214976131956382,-0.24703758208826,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
"Oregon County","Missouri",10529,0,0,0,0,0,36.6909747,-91.4219804,1558,-0.288771060949432,-0.281713747305275,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Osage County","Missouri",13615,0,0,0,0,0,38.4637283,-91.8708392,1559,-0.288771060949432,-0.272459172726039,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Ozark County","Missouri",9174,0,0,0,0,0,36.6467816,-92.4575198,1560,-0.288771060949432,-0.285777243272503,-0.574302153434195,-0.436459009712868,-0.245447209414891,-0.51904074054229
"Pemiscot County","Missouri",15805,167,1,0,1,0,36.2104949,-89.8351486,1561,-0.136625960432897,-0.265891603598194,-0.13759901546463,-0.436459009712868,0.133518457406528,-0.51904074054229
"Perry County","Missouri",19136,25,1,1,0,0,37.7107349,-89.8430248,1562,-0.265994848297256,-0.255902300965843,-0.13759901546463,-0.0425049136146688,-0.245447209414891,-0.51904074054229
